Participant Number,Swing Number,Swing Start Time (s),Swing End Time (s),FPV Impact Frame,FPV Impact Timestamp (s),Front-View Impact Frame,Front-View Impact Timestamp (s),Timestamp Offset (s),Total Distance (m),Carry Distance (m),Ball Speed (m/s),Club Speed (m/s),Launch Angle (deg),Horizontal Launch Angle (deg),Clubface Angle (deg),Backspin (rpm),Sidespin (rpm),Lateral Distance (m)
22,81,1761292774.920759,1761292779.356033,-,-,61,1761292776.954954,-,142.43,132.49,46.4,34.7,22.2,L 1.0,-1.4,6722,-108,L 7.0
22,82,1761292792.832935,1761292797.003815,-,-,60,1761292794.83404,-,136.83,126.26,44.7,34.1,24.4,R 1.8,1.6,7173,120,R 10.2
22,83,1761292812.545799,1761292817.149506,-,-,58,1761292814.481425,-,137.03,126.89,45.2,40.4,21,L 0.3,-0.9,6137,-122,L 5.0
22,84,1761292831.860288,1761292836.230276,-,-,60,1761292833.861147,-,139.73,123.64,45.7,22.1,21,L 1.0,-1.3,6411,-82,L 6.2
22,85,1761292849.704761,1761292853.911612,-,-,55,1761292851.538875,-,138.49,127.91,45.1,34.2,23.7,R 0.0,0,7030,60,R 4.9
22,86,1761292870.186191,1761292874.589364,-,-,60,1761292872.187603,-,150.84,139.57,48.1,26,21.9,L 1.5,-1.4,6695,61,R 0.3
22,87,1761292890.700344,1761292895.303742,-,-,60,1761292892.701848,-,139.03,129.3,45.6,34.3,22.6,L 2.2,-2.6,6786,-197,L 11.2
22,88,1761292908.213392,1761292912.315882,-,-,64,1761292910.348171,-,136.56,126.39,44.8,32.6,23.7,L 0.5,-0.9,7014,-20,L 2.6
22,89,1761292927.826245,1761292932.131368,-,-,63,1761292929.927621,-,141,130.33,45,34,24.2,L 1.4,-1.5,7181,22,L 0.6
22,90,1761292949.742907,1761292954.51153,-,-,61,1761292951.777034,-,139.6,129,45.4,29.7,23.6,R 0.8,0.2,7038,-11,R 2.0
22,91,1761292969.090085,1761292974.326039,-,-,59,1761292971.057821,-,132.46,121.69,43.5,32.7,26,L 1.0,0.9,4932,158,R 4.2
22,92,1761292986.568579,1761292991.270637,-,-,58,1761292988.502733,-,134.79,124.13,44.2,33.5,25.7,R 1.4,1.3,7450,172,R 11.2
22,93,1761293005.180907,1761293009.716045,-,-,60,1761293007.181678,-,135.87,125.46,44.5,34,24.7,R 0.8,0.6,7212,74,R 6.3
22,94,1761293024.193397,1761293028.930019,-,-,63,1761293026.294894,-,129.13,118.71,42.7,31.6,23.7,R 1.7,1.5,6709,150,R 10.0
22,95,1761293041.40538,1761293046.041938,-,-,65,1761293043.573637,-,135.6,124.7,44.3,40.4,23.9,R 0.3,0,6982,6,R 1.2
22,96,1761293059.91928,1761293064.789754,-,-,60,1761293061.920388,-,136.39,125.69,44.8,31.4,21.4,L 0.3,-0.4,6456,63,R 3.5
22,97,1761293079.731473,1761293084.702085,-,-,63,1761293081.833482,-,-,-,-,-,-,-,-,-,-,-
22,98,1761293170.294841,1761293175.665291,-,-,63,1761293172.396303,-,134.21,123.45,44,33.6,24.9,L 0.9,-0.9,7187,99,R 2.6
22,99,1761293206.419931,1761293211.391556,-,-,64,1761293208.554784,-,132.62,122.8,46.5,40.5,26.9,R 2.6,2.3,7722,214,R 15.7
22,100,1761293226.134289,1761293231.006984,-,-,83,1761293228.903153,-,139.87,129.25,45.6,32.4,23.6,R 0.0,-0.5,7044,-42,L 2.9
22,101,1761293244.311923,1761293248.683101,-,-,64,1761293246.446131,-,140.63,130.21,49.8,34.1,26.8,L 2.3,-2,7223,42,L 6.7
22,102,1761293265.194625,1761293269.463582,-,-,60,1761293267.22929,-,132.71,122.27,43.7,31.6,23,L 0.1,0.4,7144,26,R 2.4
22,103,1761293282.974555,1761293287.343556,-,-,59,1761293284.942256,-,136.24,125.81,44.6,34.7,24.5,L 1.1,-1.2,7193,40,R 0.4
22,104,1761293298.152036,1761293302.38735,-,-,59,1761293300.119535,-,135.9,125.83,44.4,32.7,24.7,R 0.2,0,7202,24,R 3.6
22,105,1761293316.396933,1761293321.235628,-,-,68,1761293318.664777,-,142.58,131.89,46.1,39,22.6,L 0.6,-0.4,6871,125,R 4.9
22,106,1761293335.509712,1761293340.413583,-,-,65,1761293337.678833,-,146.05,135.63,47.2,34.9,24,L 1.0,-1.2,7191,17,L 0.2
22,107,1761293354.123483,1761293358.459482,-,-,61,1761293356.157823,-,143.08,132.34,46.2,33.2,24.1,L 0.2,-0.1,7194,144,R 6.6
22,108,1761293370.534097,1761293375.070763,-,-,68,1761293372.802303,-,136.56,126.53,45.5,41.7,25.6,L 0.8,-0.7,7516,123,R 2.9
23,1,1761613557.025649,1761613560.261217,43,1761613559.139477,65,1761613559.193833,0.05,121.6,111.72,41.2,32.2,27.9,R 2.0,1.2,7371,-21,R 3.1
23,2,1761613584.812135,1761613587.981617,41,1761613586.825236,62,1761613586.914255,0.09,-,-,-,-,-,-,-,-,-,-
23,3,1761613607.928813,1761613611.264535,43,1761613610.05524,65,1761613610.130394,0.08,-,-,-,-,-,-,-,-,-,-
23,4,1761613628.143566,1761613632.079336,42,1761613630.231299,64,1761613630.2782,0.05,-,-,-,-,-,-,-,-,-,-
23,5,1761613659.367139,1761613662.535417,43,1761613661.521713,65,1761613661.568275,0.05,127.09,117.37,43.3,33.8,27.5,R 1.4,0.5,7649,-76,R 0.3
23,6,1761613679.080143,1761613682.315839,43,1761613681.24719,65,1761613681.248402,0,122.68,112.49,41.1,31.6,25.7,R 3.4,2.8,6905,34,R 11.1
23,7,1761613700.495528,1761613703.631249,42,1761613702.624802,64,1761613702.630431,0.01,122.38,112.31,41.3,32.1,27.1,R 1.6,0.9,7230,-22,R 2.1
23,8,1761613720.409681,1761613723.679113,43,1761613722.550538,66,1761613722.611711,0.06,121.71,112.14,41.3,32.3,27.5,R 0.9,0.1,7322,-44,L 0.1
23,9,1761613739.789437,1761613742.859673,43,1761613741.925562,65,1761613741.959084,0.03,121.67,111.75,41.2,32.1,27.5,R 2.1,1.2,7294,-55,R 2.6
23,10,1761613757.840182,1761613760.874946,42,1761613759.948841,64,1761613759.974451,0.03,129.8,119.16,43,33,25.2,L 1.1,-1.8,7098,-60,L 5.9
23,11,1761613775.851789,1761613779.353997,43,1761613778.022184,66,1761613778.052782,0.03,126.04,116.44,43.2,34,28.7,R 3.0,2,7881,-70,R 4.7
23,12,1761613939.868133,1761613943.304075,43,1761613941.983955,65,1761613942.036441,0.05,125.03,114.06,42,31.6,22.8,L 0.6,-1.1,6395,-131,L 5.0
23,13,1761613955.379646,1761613958.515124,43,1761613957.453936,65,1761613957.547768,0.09,115.66,105.56,39.6,30.3,24.8,R 0.7,0.3,6465,34,R 3.9
23,14,1761613972.691725,1761613975.96032,43,1761613974.876439,66,1761613974.892848,0.02,115.95,106.34,39.8,30.9,26.9,R 2.3,1.4,6930,-135,R 1.6
23,15,1761613991.30657,1761613994.508828,43,1761613993.450429,65,1761613993.474206,0.02,118.83,109.64,41.1,39.1,29.5,R 4.6,3.7,7675,6,R 12.5
23,16,1761614015.423414,1761614018.758576,42,1761614017.531532,64,1761614017.557886,0.03,120.12,110.54,40.8,31.6,26.5,R 0.9,0.2,7015,-32,R 0.2
23,17,1761614033.534759,1761614036.638486,43,1761614035.65494,65,1761614035.703208,0.05,113.23,99.57,39,34.2,18.6,L 0.5,-0.9,4646,-158,L 4.0
23,18,1761614052.549494,1761614056.518507,43,1761614054.679512,65,1761614054.717771,0.04,126.91,117,42.5,32.8,25.8,R 2.5,1.6,7158,-90,R 3.0
23,19,1761614070.662785,1761614073.831839,43,1761614072.80292,65,1761614072.864439,0.06,119.4,109.56,41,32.3,28.8,R 4.7,3.7,7524,-14,R 12.1
23,20,1761614093.178395,1761614096.214725,42,1761614095.281953,64,1761614095.314238,0.03,126.38,116.24,42.3,38.3,25,R 2.2,1.3,6935,-129,R 1.3
23,21,1761614111.592124,1761614116.46455,44,1761614113.755814,67,1761614113.827027,0.07,118.19,107.74,40.4,30.5,23.3,R 2.3,1.5,6282,-116,R 2.0
23,22,1761614132.908134,1761614138.045655,64,1761614136.084654,96,1761614136.143121,0.06,121.8,111.35,41.4,31.1,22.8,R 2.4,1.3,6304,-197,R 0.9
23,23,1761614169.836438,1761614172.970996,42,1761614171.880888,64,1761614171.970642,0.09,121.48,111.36,41,34.1,24.8,R 2.2,1.5,6680,-72,R 2.4
23,24,1761614188.24755,1761614191.449972,45,1761614190.454877,68,1761614190.515931,0.06,115.33,105.72,39.6,30.6,25.9,R 0.0,-0.9,6697,-121,L 3.3
23,25,1761614210.36337,1761614214.166193,42,1761614212.483329,63,1761614212.49824,0.01,124.27,114.01,41.7,31.6,23.9,R 1.1,0.5,6602,-90,L 0.4
23,26,1761614226.875453,1761614229.944305,43,1761614228.954603,65,1761614229.043621,0.09,125.28,114.87,42,32,24.4,R 3.1,2,6752,-214,R 2.0
23,27,1761614247.891508,1761614251.192773,44,1761614250.081891,67,1761614250.125693,0.04,124.52,114.29,41.8,32.1,25.2,R 2.3,1.5,6914,-129,R 1.6
23,28,1761614271.607503,1761614274.909943,44,1761614273.812541,67,1761614273.842494,0.03,132.05,122.35,44.6,34.6,26.8,L 0.5,-1.1,7702,-63,L 4.5
23,29,1761614290.257507,1761614293.358698,43,1761614292.436596,66,1761614292.458313,0.02,125.69,115.38,42.1,32.6,26.4,R 1.0,0.2,7212,-62,L 0.2
23,30,1761614308.867613,1761614311.869981,42,1761614310.960521,64,1761614311.002593,0.04,127.54,117.55,42.6,32.8,25.5,R 2.0,1.2,7110,-48,R 2.4
23,31,1761614329.882979,1761614332.918674,42,1761614331.937615,64,1761614332.017946,0.08,113.1,101.81,39.1,29,21,R 1.4,0.7,5292,-135,L 0.2
23,32,1761614346.395097,1761614350.664572,42,1761614348.458954,64,1761614348.52979,0.07,125.14,114.76,41.9,31.6,23.6,L 0.8,-1.3,6560,-127,L 5.6
23,33,1761614363.907494,1761614367.009756,42,1761614365.981586,64,1761614366.042286,0.06,124.48,114.6,41.9,32.1,25.1,R 0.9,0,6901,-146,L 1.9
23,34,1761614415.544829,1761614418.713851,45,1761614417.748447,68,1761614417.813211,0.06,130.15,119.7,43.2,32.9,24.1,R 0.6,-0.1,6877,-162,L 3.2
23,35,1761614432.6571,1761614435.725946,43,1761614434.820498,66,1761614434.858663,0.04,132.89,122.82,44,30.6,25.8,R 2.5,1.8,7372,-36,R 4.3
23,36,1761614454.573143,1761614457.642026,43,1761614456.64869,65,1761614456.741367,0.09,127.4,117,42.5,32.9,26.2,R 2.1,1.3,7248,-50,R 2.7
23,37,1761614470.985792,1761614474.887486,43,1761614473.119965,65,1761614473.153361,0.03,126.57,116.2,42,38.8,25.8,R 5.4,4.4,7077,-1,R 14.5
23,38,1761614493.300761,1761614496.403004,43,1761614495.39874,65,1761614495.468968,0.07,125.98,115.24,42.3,31.8,22.8,L 0.7,-1.3,6445,-155,L 5.7
23,39,1761614510.115615,1761614514.683594,43,1761614512.270531,65,1761614512.316163,0.05,124.8,114.52,42.1,31.8,22.9,R 1.1,0.5,6447,-105,L 0.6
23,40,1761614526.82713,1761614531.329388,43,1761614528.942064,65,1761614528.994906,0.05,124.9,114.93,41.9,33.5,24.6,R 2.8,2.1,6786,-67,R 4.0
23,41,1761614542.537856,1761614547.107918,43,1761614544.662368,64,1761614544.706859,0.04,120.31,110.02,40.7,27.7,23.6,R 4.6,3.8,6382,7,R 11.7
23,42,1761614558.449023,1761614562.920823,44,1761614560.632995,67,1761614560.683955,0.05,120.76,110.88,40.9,31.7,26.5,R 3.3,2.3,7032,-76,R 5.2
23,43,1761614580.863871,1761614585.36574,42,1761614582.91177,64,1761614582.99809,0.09,117.49,103.11,40,34.8,17.9,L 1.6,-2.1,4563,-289,L 8.5
23,44,1761615246.873914,1761615251.111318,43,1761615248.979916,65,1761615249.04164,0.06,121.42,110.96,40.9,31.2,24.3,R 2.6,1.9,6580,-71,R 3.6
23,45,1761615267.855458,1761615271.924243,43,1761615269.94283,65,1761615270.023272,0.08,121.98,111.49,41.4,31.2,22.7,R 2.3,1.3,6289,-158,R 1.2
23,46,1761615283.799196,1761615288.035578,44,1761615285.952693,66,1761615286.000801,0.05,120.05,109.68,40.9,30.9,23.2,R 4.6,3.5,6334,-184,R 5.9
23,47,1761615304.213897,1761615308.750659,44,1761615306.365268,66,1761615306.415456,0.05,122.66,111.76,41.4,37.4,22.8,R 0.6,0,6319,-78,L 1.5
23,48,1761615320.561404,1761615325.196882,43,1761615322.675316,66,1761615322.762376,0.09,127.6,117.45,42.6,32.4,23.9,L 0.6,-1.4,6749,-157,L 5.6
23,49,1761615337.239416,1761615341.910617,44,1761615339.38561,67,1761615339.473728,0.09,121.3,111.12,41.3,31.1,22.6,R 1.5,0.7,6251,-134,L 0.2
23,50,1761615357.451111,1761615362.122405,41,1761615359.447969,62,1761615359.520527,0.07,126.14,116.03,42.2,32.4,25.4,R 0.1,-0.4,7004,-47,L 2.3
23,51,1761615374.631773,1761615379.401673,44,1761615376.758633,66,1761615376.833327,0.07,119.87,109.74,40.6,31.1,25,R 2.2,1.4,6684,-91,R 2.1
23,52,1761615395.913953,1761615400.551694,44,1761615398.071763,66,1761615398.115343,0.04,115.65,105.03,39.6,29.8,22.6,R 3.2,2.4,5994,-108,R 4.1
23,53,1761615411.894783,1761615417.431774,43,1761615414.031595,65,1761615414.061905,0.03,122.01,111.4,41.3,31.2,23.6,R 0.5,-0.2,6468,-123,L 2.4
23,54,1761615428.00438,1761615432.773849,44,1761615430.19155,67,1761615430.238955,0.05,125.57,116.11,42.9,33.4,27.6,R 3.1,2.2,7588,-59,R 5.1
23,55,1761615456.89059,1761615461.560615,44,1761615459.059334,67,1761615459.125535,0.07,125.77,115.53,42.1,35.5,25.1,R 0.1,-0.4,6931,-110,L 3.3
23,56,1761615476.238257,1761615481.007575,43,1761615478.371231,66,1761615478.439496,0.07,115.97,105.29,39.7,29.8,22.5,L 0.8,-1.3,5988,-146,L 5.0
23,57,1761615497.252241,1761615501.889705,42,1761615499.334145,64,1761615499.387899,0.05,128.85,118.84,43,33.2,26.3,R 1.7,0.9,7341,-47,R 1.8
23,58,1761615513.464835,1761615517.970324,42,1761615515.544131,64,1761615515.599665,0.06,124.12,113.89,41.7,35.8,24,R 2.6,1.7,6623,-137,R 2.3
23,59,1761615535.047382,1761615540.050205,42,1761615537.107415,63,1761615537.181905,0.07,124.83,114.33,41.8,32.3,26.3,R 1.6,0.8,7153,-55,R 1.3
23,60,1761615558.698182,1761615563.636156,43,1761615560.771993,65,1761615560.865715,0.09,119.03,109.41,40.9,32.3,29.5,R 6.1,5.4,7638,161,R 20.6
23,61,1761615582.414526,1761615587.118707,42,1761615584.486602,64,1761615584.549365,0.06,123.37,112.73,41.7,31.5,22.5,L 0.6,-1.3,6290,-147,L 5.0
23,62,1761615604.730475,1761615609.167065,43,1761615606.850379,65,1761615606.898711,0.05,124.4,114.21,41.8,34.4,26.7,R 2.8,1.8,7226,-73,R 3.9
23,63,1761615624.478008,1761615629.181474,44,1761615626.612553,66,1761615626.679702,0.07,122.64,112.31,41.3,31.4,24,R 1.6,0.8,6561,-131,0.0
23,64,1761615646.760767,1761615651.497538,42,1761615648.876269,64,1761615648.895605,0.02,124.3,114,41.7,32,25.6,R 1.8,1.2,6973,-76,R 1.5
23,65,1761615792.966133,1761615797.702909,44,1761615795.116359,67,1761615795.20103,0.08,124.59,114.58,41.9,31.7,23.4,R 0.8,0,6524,-151,L 2.1
23,66,1761615811.079277,1761615814.915472,43,1761615813.177485,65,1761615813.247576,0.07,121.75,111.97,41.2,32.3,28.3,R 2.5,1.9,7467,-5,R 6.7
23,67,1761615830.195475,1761615834.498271,41,1761615832.239228,63,1761615832.296378,0.06,124.32,113.97,41.9,31.6,23,R 1.6,1.1,6441,-32,R 1.9
23,68,1761615849.508019,1761615854.744492,42,1761615851.601156,64,1761615851.642937,0.04,125.08,114.69,41.9,38.3,24.5,R 0.3,-0.3,6772,-140,L 3.2
23,69,1761615871.022519,1761615875.660159,43,1761615873.164439,65,1761615873.190754,0.03,127.13,116.78,42.4,32.6,25.6,R 1.7,1,7083,-44,R 1.9
23,70,1761615891.136891,1761615896.306938,44,1761615893.276829,66,1761615893.338698,0.06,123.08,113.04,41.4,31.9,25.9,R 4.1,3.3,6998,-67,R 7.4
23,71,1761615910.852618,1761615915.558217,43,1761615912.938942,65,1761615913.020439,0.08,126.49,116.26,42.2,32.6,26.3,R 0.8,0.3,7195,-8,R 2.0
23,72,1761615930.063694,1761615934.468295,44,1761615932.250839,67,1761615932.300106,0.05,126.4,116.33,42.2,32.7,26.5,R 2.6,1.9,7244,-5,R 7.1
23,73,1761615949.379096,1761615953.949708,42,1761615951.412644,62,1761615951.48056,0.07,122.69,113.02,41.4,32.2,27.1,R 1.4,0.8,7261,-8,R 3.5
23,74,1761615972.095498,1761615977.402203,42,1761615974.176667,64,1761615974.230366,0.05,120.98,110.66,40.9,37.8,25.6,R 1.8,1,6858,-151,R 0.3
23,75,1761615989.843414,1761615995.046327,43,1761615991.937609,65,1761615992.010307,0.07,116.18,106.02,40,30.2,23.3,R 2.0,1,6204,-143,R 0.8
23,76,1761616008.522693,1761616012.824336,43,1761616010.649136,64,1761616010.690174,0.04,124.93,114.31,41.7,31.5,23.5,R 4.7,3.8,6514,-62,R 8.8
23,77,1761616027.735586,1761616032.072048,43,1761616029.810941,64,1761616029.903825,0.09,119.57,109.92,40.7,31.5,26.3,R 2.9,2,6954,-134,R 2.9
23,78,1761616047.950153,1761616052.623759,45,1761616050.123453,68,1761616050.218469,0.1,121.4,111.13,41,31.4,24.8,R 0.9,0.1,6697,-133,L 1.6
23,79,1761616068.364323,1761616073.301804,44,1761616070.485998,66,1761616070.566424,0.08,127.09,116.74,42.5,33.1,27.3,R 1.7,1.1,7476,-19,R 2.5
23,80,1761616086.077555,1761616090.61523,42,1761616088.146878,64,1761616088.212442,0.07,119.23,109.2,40.5,36.1,24.3,R 2.9,2,6512,-128,R 3.0
23,81,1761616107.627145,1761616112.696727,45,1761616109.860254,69,1761616109.928461,0.07,117.75,107.74,40.4,30.6,23.5,R 1.0,0.1,6330,-131,L 1.1
23,82,1761616127.676282,1761616132.176744,45,1761616129.872582,68,1761616129.976503,0.1,116.95,106.09,40,30.2,23,R 0.2,-0.3,6154,-95,L 2.3
23,83,1761616148.52279,1761616152.892578,42,1761616150.585342,64,1761616150.657459,0.07,122.77,112.34,41.3,31.6,24.9,R 1.6,0.8,6763,-124,R 0.1
23,84,1761616168.937144,1761616173.740788,44,1761616171.047948,66,1761616171.138937,0.09,123.82,113.85,41.7,31.9,26.9,R 1.5,0.5,6835,-140,L 0.4
23,85,1761616192.554677,1761616197.226041,44,1761616194.662495,66,1761616194.756079,0.09,115.57,104.73,39.6,29.5,21.5,R 3.3,2.7,5617,5,R 7.9
23,86,1761616212.667265,1761616217.339019,44,1761616214.824916,67,1761616214.903885,0.08,127.27,116.77,42.5,33,26.9,R 3.1,2.2,7379,-79,R 4.7
23,87,1761616228.180098,1761616232.88356,44,1761616230.334471,66,1761616230.381776,0.05,121.32,110.67,41.3,36.2,21.6,R 0.8,-0.1,6039,-142,L 1.8
23,88,1761616248.328043,1761616253.19812,44,1761616250.446861,66,1761616250.52959,0.08,116.25,105.87,39.9,30.2,23.7,R 3.7,2.7,6283,-132,R 4.8
23,89,1761616268.908134,1761616273.582761,44,1761616271.059559,66,1761616271.144544,0.08,118.7,108.54,40.6,30.9,24,R 3.4,2.3,6470,-188,R 3.3
23,90,1761616303.568219,1761616307.67309,39,1761616305.530795,60,1761616305.569416,0.04,121.31,109.92,40.9,34.2,20.8,R 0.8,1,5671,326,R 12.5
23,91,1761616332.287715,1761616337.091897,42,1761616334.348548,63,1761616334.390319,0.04,124.55,114.25,41.5,31.6,24.1,R 5.1,4.3,6627,96,R 15.7
23,92,1761616351.671279,1761616356.107599,43,1761616353.760506,65,1761616353.838831,0.08,119.86,109.08,40.5,36.3,21.7,R 2.4,2,5917,98,R 8.8
23,93,1761616372.117591,1761616376.155061,44,1761616374.223112,65,1761616374.319066,0.1,123.22,112.56,41.5,31.1,22.2,R 1.6,1.1,6182,9,R 4.4
23,94,1761616395.801521,1761616400.103364,42,1761616397.83766,64,1761616397.935767,0.1,127.62,117.44,42.6,36.8,23.8,R 2.8,1.9,6732,-140,R 2.5
23,95,1761616416.048867,1761616419.885025,42,1761616418.100142,64,1761616418.183804,0.08,125.45,113.85,42,37.4,20.7,R 0.0,-0.8,5870,-189,L 4.4
23,96,1761616435.329566,1761616440.102723,42,1761616437.412039,64,1761616437.464432,0.05,121.48,111.12,41.2,36.4,23,R 1.0,0.5,6337,-42,R 0.3
23,97,1761616477.626705,1761616481.629534,44,1761616479.688083,66,1761616479.828266,0.14,127.09,116.59,42.4,35.4,23.1,R 0.0,-0.7,6527,-151,L 4.1
23,98,1761616497.475055,1761616502.077827,44,1761616499.650381,67,1761616499.70975,0.06,123.1,112.83,41.1,38.1,25.9,R 3.8,3.5,6953,266,R 18.6
23,99,1761616517.488335,1761616522.125436,45,1761616519.71274,68,1761616519.756155,0.04,4,-,-,-,-,-,-,-,-,-
23,100,1761616618.294758,1761616622.664653,42,1761616620.324721,63,1761616620.396326,0.07,127.17,116.63,42.6,38,21.1,R 0.0,-0.1,6081,69,R 3.4
23,101,1761616639.779551,1761616643.279712,41,1761616641.837974,63,1761616641.879651,0.04,120.75,110.47,40.9,37.1,23.3,R 1.0,0.6,6361,35,R 4.9
23,102,1761616678.104523,1761616682.841381,44,1761616680.261645,66,1761616680.306169,0.04,118.6,108.13,40.5,30.6,23.2,R 0.0,-0.7,6278,-110,L 3.1
23,103,1761616698.31921,1761616702.88908,44,1761616700.424065,66,1761616700.52073,0.1,125.99,115.7,42.1,38.8,25.4,R 2.2,1.6,6995,-37,R 3.3
23,104,1761616718.534509,1761616721.936284,44,1761616720.686548,67,1761616720.768813,0.08,113.32,103.06,39,35.2,22.4,R 1.4,1.1,5772,108,R 6.4
24,1,1763115411.856009,1763115417.99425,48,1763115414.28612,72,1763115414.257838,-0.03,114.28,103.83,39.3,28.5,24.9,R 1.4,0.7,6414,-74,R 0.6
24,2,1763115453.620449,1763115460.358372,48,1763115456.063182,72,1763115456.022166,-0.04,111.75,100.83,38.9,29.3,21.7,R 1.5,0.5,5505,-184,L 0.6
24,3,1763115484.311577,1763115490.814496,47,1763115486.783082,72,1763115486.712734,-0.07,120.89,110.52,41.1,29.5,23.1,R 1.3,0.5,6324,-104,L 0.2
24,4,1763115516.433328,1763115523.905053,50,1763115519.053986,76,1763115518.96835,-0.09,118.68,108.04,40.2,30.8,25.4,R 1.8,1,6689,-124,R 0.7
24,5,1763115551.458622,1763115557.229554,51,1763115554.126706,77,1763115554.027159,-0.1,114.99,104.25,39.5,29.7,22.5,R 4.3,3.2,5916,-211,R 4.6
24,6,1763115625.813384,1763115632.318118,50,1763115628.374802,75,1763115628.315152,-0.06,124.2,114.32,41.9,32.7,27.7,R 3.4,2.4,7450,-66,R 5.8
24,7,1763115657.636762,1763115663.109625,51,1763115660.245448,76,1763115660.205288,-0.04,106.47,95.19,37.3,33.4,21.5,R 0.3,-1.3,5003,-2,R 0.7
24,8,1763115683.855985,1763115689.193202,51,1763115686.46243,77,1763115686.424582,-0.04,103.18,92.18,36.4,32.4,22.3,R 4.5,3.8,5012,84,R 11.0
24,9,1763115712.476966,1763115720.316082,51,1763115715.080969,77,1763115715.045496,-0.04,114.97,105.01,39.4,30.4,26,R 1.4,0.7,6671,-89,R 0.3
24,10,1763115745.134309,1763115752.506407,51,1763115747.802165,77,1763115747.702899,-0.1,117.23,106.9,40.2,35,22.8,R 0.0,-0.4,6134,-73,L 2.5
24,11,1763115783.729434,1763115790.267474,52,1763115786.427186,78,1763115786.331356,-0.1,116.22,106.29,39.8,34.4,23.9,R 3.4,2.7,6325,-6,R 8.2
24,12,1763115813.752422,1763115818.689246,52,1763115816.446632,77,1763115816.354475,-0.09,112.12,101.18,38.8,29,21.8,L 0.5,-0.9,5493,-115,L 3.7
24,13,1763115842.973577,1763115849.711008,49,1763115845.46543,74,1763115845.441761,-0.02,123.8,113.92,41.5,31.8,25.1,R 1.8,1.3,6828,38,R 7.2
24,14,1763115872.830009,1763115879.368021,53,1763115875.534908,80,1763115875.531296,0,116.78,106.2,40,34.9,23.6,R 1.7,0.9,6278,-123,R 0.6
24,15,1763115899.314353,1763115905.75504,52,1763115902.002053,78,1763115901.949062,-0.05,122.97,122.36,41.5,31.4,23.5,L 0.7,-1.1,6482,-86,L 4.6
24,16,1763115940.546094,1763115945.94852,51,1763115943.178726,77,1763115943.11391,-0.06,119.01,108.75,40.7,30.5,22.6,L 2.1,-2.6,6169,-180,L 8.5
24,17,1763115965.864615,1763115971.20274,50,1763115968.495126,76,1763115968.398978,-0.1,115.95,105.4,39.9,35.3,22.6,R 4.0,3,6063,-164,R 4.9
24,18,1763115992.583812,1763115999.154217,54,1763115995.412562,82,1763115995.318767,-0.09,110.03,99.98,37.9,27.3,27.2,R 3.6,3.2,6604,164,R 12.8
24,19,1763116023.93919,1763116028.475913,55,1763116026.782883,83,1763116026.707933,-0.07,118.03,107.74,40.1,35.9,24.8,R 0.3,-0.1,6555,-91,L 2.1
24,20,1763116058.030922,1763116065.069412,54,1763116060.804922,80,1763116060.732839,-0.07,124.77,114.65,41.9,31.7,23.3,L 0.1,-0.8,6503,-141,L 4.1
24,21,1763116182.823046,1763116188.29337,49,1763116185.335591,74,1763116185.291358,-0.04,116.45,106.16,39.7,30.4,25,R 1.6,0.9,6537,-84,R 0.9
24,22,1763116210.877478,1763116215.312922,49,1763116213.453805,75,1763116213.378673,-0.08,116.25,105.48,40,29.8,21.5,R 1.0,0.3,5695,-144,L 1.1
24,23,1763116236.061881,1763116243.233863,53,1763116238.770205,80,1763116238.730482,-0.04,120.13,110.06,40.7,31.1,24.7,R 0.0,-0.5,6618,-104,L
24,24,1763116260.980301,1763116268.885906,53,1763116263.736377,80,1763116263.648567,-0.09,115.13,105.34,39.8,30,22.8,R 3.3,2.6,6082,-67,R 5.1
24,25,1763116285.500529,1763116292.102845,52,1763116288.202226,79,1763116288.134116,-0.07,116.79,106.54,39.9,36.1,23.2,R 3.0,2.6,6168,130,R 10.7
24,26,1763116311.751516,1763116319.422491,51,1763116314.419209,77,1763116314.319616,-0.1,109.53,100.2,38,29.6,27.1,R 3.3,2.6,6614,4,R 7.9
24,27,1763116340.772078,1763116347.143423,56,1763116343.638136,85,1763116343.606294,-0.03,106.51,90.62,37.9,32.3,15.2,L 0.7,-2.5,4161,-29,L 2.7
24,28,1763116371.060568,1763116377.398454,54,1763116373.807679,81,1763116373.762475,-0.05,100.49,88.35,35.9,26.7,21.1,R 0.6,-0.2,4491,-182,L 1.8
24,29,1763116396.280306,1763116402.850302,53,1763116399.074046,81,1763116398.981083,-0.09,111.97,102.45,38.6,30.5,29.2,R 4.9,4.2,7128,93,R 14.8
24,30,1763116420.896959,1763116428.571333,54,1763116423.740025,82,1763116423.632197,-0.11,110.03,96.69,38.2,30.4,19,R 1.3,0.8,4679,-36,R 1.1
